# layer,row,col,filter,float_value,q1.6_int,q1.6_hex
layer_1_output,11,5,3,0.027734,2,0x02
layer_1_output,11,5,4,0.169361,11,0x0B
layer_1_output,11,5,5,0.179435,11,0x0B
layer_1_output,11,5,6,0.000000,0,0x00
layer_1_output,11,5,7,0.008604,1,0x01
layer_1_output,11,6,0,0.182105,12,0x0C
layer_1_output,11,6,1,0.015414,1,0x01
layer_1_output,11,6,2,0.031997,2,0x02
layer_1_output,11,6,3,0.027713,2,0x02
layer_1_output,11,6,4,0.178810,11,0x0B
layer_1_output,11,6,5,0.189834,12,0x0C
layer_1_output,11,6,6,0.000000,0,0x00
layer_1_output,11,6,7,0.008088,1,0x01
layer_1_output,11,7,0,0.191413,12,0x0C
layer_1_output,11,7,1,0.014764,1,0x01
layer_1_output,11,7,2,0.032057,2,0x02
layer_1_output,11,7,3,0.027693,2,0x02
layer_1_output,11,7,4,0.188259,12,0x0C
layer_1_output,11,7,5,0.200233,13,0x0D
layer_1_output,11,7,6,0.000000,0,0x00
layer_1_output,11,7,7,0.007572,0,0x00
layer_1_output,11,8,0,0.200721,13,0x0D
layer_1_output,11,8,1,0.014114,1,0x01
layer_1_output,11,8,2,0.032116,2,0x02
layer_1_output,11,8,3,0.027673,2,0x02
layer_1_output,11,8,4,0.197708,13,0x0D
layer_1_output,11,8,5,0.210631,13,0x0D
layer_1_output,11,8,6,0.000000,0,0x00
layer_1_output,11,8,7,0.007057,0,0x00
layer_1_output,11,9,0,0.210029,13,0x0D
layer_1_output,11,9,1,0.013464,1,0x01
layer_1_output,11,9,2,0.032176,2,0x02
layer_1_output,11,9,3,0.027652,2,0x02
layer_1_output,11,9,4,0.207156,13,0x0D
layer_1_output,11,9,5,0.221030,14,0x0E
layer_1_output,11,9,6,0.000000,0,0x00
layer_1_output,11,9,7,0.006541,0,0x00
layer_1_output,11,10,0,0.219337,14,0x0E
layer_1_output,11,10,1,0.012813,1,0x01
layer_1_output,11,10,2,0.032235,2,0x02
layer_1_output,11,10,3,0.027632,2,0x02
layer_1_output,11,10,4,0.216605,14,0x0E
layer_1_output,11,10,5,0.231429,15,0x0F
layer_1_output,11,10,6,0.000000,0,0x00
layer_1_output,11,10,7,0.006026,0,0x00
layer_1_output,11,11,0,0.228645,15,0x0F
layer_1_output,11,11,1,0.012163,1,0x01
layer_1_output,11,11,2,0.032294,2,0x02
layer_1_output,11,11,3,0.027612,2,0x02
layer_1_output,11,11,4,0.226054,14,0x0E
layer_1_output,11,11,5,0.241827,15,0x0F
layer_1_output,11,11,6,0.000000,0,0x00
layer_1_output,11,11,7,0.005510,0,0x00
layer_1_output,11,12,0,0.237952,15,0x0F
layer_1_output,11,12,1,0.011513,1,0x01
layer_1_output,11,12,2,0.032354,2,0x02
layer_1_output,11,12,3,0.027591,2,0x02
layer_1_output,11,12,4,0.235503,15,0x0F
layer_1_output,11,12,5,0.252226,16,0x10
layer_1_output,11,12,6,0.000000,0,0x00
layer_1_output,11,12,7,0.004995,0,0x00
layer_1_output,12,0,0,0.135566,9,0x09
layer_1_output,12,0,1,0.018665,1,0x01
layer_1_output,12,0,2,0.031700,2,0x02
layer_1_output,12,0,3,0.027815,2,0x02
layer_1_output,12,0,4,0.131566,8,0x08
layer_1_output,12,0,5,0.137840,9,0x09
layer_1_output,12,0,6,0.000000,0,0x00
layer_1_output,12,0,7,0.010666,1,0x01
layer_1_output,12,1,0,0.144874,9,0x09
layer_1_output,12,1,1,0.018015,1,0x01
layer_1_output,12,1,2,0.031760,2,0x02
layer_1_output,12,1,3,0.027795,2,0x02
layer_1_output,12,1,4,0.141015,9,0x09
layer_1_output,12,1,5,0.148239,9,0x09
layer_1_output,12,1,6,0.000000,0,0x00
layer_1_output,12,1,7,0.010150,1,0x01
layer_1_output,12,2,0,0.154182,10,0x0A
layer_1_output,12,2,1,0.017365,1,0x01
layer_1_output,12,2,2,0.031819,2,0x02
layer_1_output,12,2,3,0.027774,2,0x02
layer_1_output,12,2,4,0.150464,10,0x0A
layer_1_output,12,2,5,0.158638,10,0x0A
layer_1_output,12,2,6,0.000000,0,0x00
layer_1_output,12,2,7,0.009635,1,0x01
layer_1_output,12,3,0,0.163490,10,0x0A
layer_1_output,12,3,1,0.016715,1,0x01
layer_1_output,12,3,2,0.031879,2,0x02
layer_1_output,12,3,3,0.027754,2,0x02
layer_1_output,12,3,4,0.159912,10,0x0A
layer_1_output,12,3,5,0.169036,11,0x0B
layer_1_output,12,3,6,0.000000,0,0x00
layer_1_output,12,3,7,0.009119,1,0x01
layer_1_output,12,4,0,0.172798,11,0x0B
layer_1_output,12,4,1,0.016065,1,0x01
layer_1_output,12,4,2,0.031938,2,0x02
layer_1_output,12,4,3,0.027734,2,0x02
layer_1_output,12,4,4,0.169361,11,0x0B
layer_1_output,12,4,5,0.179435,11,0x0B
layer_1_output,12,4,6,0.000000,0,0x00
layer_1_output,12,4,7,0.008604,1,0x01
layer_1_output,12,5,0,0.182105,12,0x0C
layer_1_output,12,5,1,0.015414,1,0x01
layer_1_output,12,5,2,0.031997,2,0x02
layer_1_output,12,5,3,0.027713,2,0x02
layer_1_output,12,5,4,0.178810,11,0x0B
layer_1_output,12,5,5,0.189834,12,0x0C
layer_1_output,12,5,6,0.000000,0,0x00
layer_1_output,12,5,7,0.008088,1,0x01
layer_1_output,12,6,0,0.191413,12,0x0C
layer_1_output,12,6,1,0.014764,1,0x01
layer_1_output,12,6,2,0.032057,2,0x02
layer_1_output,12,6,3,0.027693,2,0x02
layer_1_output,12,6,4,0.188259,12,0x0C
layer_1_output,12,6,5,0.200233,13,0x0D
layer_1_output,12,6,6,0.000000,0,0x00
layer_1_output,12,6,7,0.007572,0,0x00
layer_1_output,12,7,0,0.200721,13,0x0D
layer_1_output,12,7,1,0.014114,1,0x01
layer_1_output,12,7,2,0.032116,2,0x02
layer_1_output,12,7,3,0.027673,2,0x02
layer_1_output,12,7,4,0.197708,13,0x0D
layer_1_output,12,7,5,0.210631,13,0x0D
layer_1_output,12,7,6,0.000000,0,0x00
layer_1_output,12,7,7,0.007057,0,0x00
layer_1_output,12,8,0,0.210029,13,0x0D
layer_1_output,12,8,1,0.013464,1,0x01
layer_1_output,12,8,2,0.032176,2,0x02
layer_1_output,12,8,3,0.027652,2,0x02
layer_1_output,12,8,4,0.207156,13,0x0D
layer_1_output,12,8,5,0.221030,14,0x0E
layer_1_output,12,8,6,0.000000,0,0x00
layer_1_output,12,8,7,0.006541,0,0x00
layer_1_output,12,9,0,0.219337,14,0x0E
layer_1_output,12,9,1,0.012813,1,0x01
layer_1_output,12,9,2,0.032235,2,0x02
layer_1_output,12,9,3,0.027632,2,0x02
layer_1_output,12,9,4,0.216605,14,0x0E
layer_1_output,12,9,5,0.231429,15,0x0F
layer_1_output,12,9,6,0.000000,0,0x00
layer_1_output,12,9,7,0.006026,0,0x00
layer_1_output,12,10,0,0.228645,15,0x0F
layer_1_output,12,10,1,0.012163,1,0x01
layer_1_output,12,10,2,0.032294,2,0x02
layer_1_output,12,10,3,0.027612,2,0x02
layer_1_output,12,10,4,0.226054,14,0x0E
layer_1_output,12,10,5,0.241827,15,0x0F
layer_1_output,12,10,6,0.000000,0,0x00
layer_1_output,12,10,7,0.005510,0,0x00
layer_1_output,12,11,0,0.237952,15,0x0F
layer_1_output,12,11,1,0.011513,1,0x01
layer_1_output,12,11,2,0.032354,2,0x02
layer_1_output,12,11,3,0.027591,2,0x02
layer_1_output,12,11,4,0.235503,15,0x0F
layer_1_output,12,11,5,0.252226,16,0x10
layer_1_output,12,11,6,0.000000,0,0x00
layer_1_output,12,11,7,0.004995,0,0x00
layer_1_output,12,12,0,0.247260,16,0x10
layer_1_output,12,12,1,0.010863,1,0x01
layer_1_output,12,12,2,0.032413,2,0x02
layer_1_output,12,12,3,0.027571,2,0x02
layer_1_output,12,12,4,0.244952,16,0x10
layer_1_output,12,12,5,0.262625,17,0x11
layer_1_output,12,12,6,0.000000,0,0x00
layer_1_output,12,12,7,0.004479,0,0x00
layer_2_filter_0,0,0,0,0.173418,11,0x0B
layer_2_filter_0,0,1,0,0.161883,10,0x0A
layer_2_filter_0,0,2,0,0.150349,10,0x0A
layer_2_filter_0,0,3,0,0.138814,9,0x09
layer_2_filter_0,0,4,0,0.127289,8,0x08
layer_2_filter_0,0,5,0,0.115939,7,0x07
layer_2_filter_0,0,6,0,0.104896,7,0x07
layer_2_filter_0,0,7,0,0.094014,6,0x06
layer_2_filter_0,0,8,0,0.083127,5,0x05
layer_2_filter_0,0,9,0,0.072487,5,0x05
layer_2_filter_0,0,10,0,0.061847,4,0x04
layer_2_filter_0,1,0,0,0.161883,10,0x0A
layer_2_filter_0,1,1,0,0.150349,10,0x0A
layer_2_filter_0,1,2,0,0.138814,9,0x09
layer_2_filter_0,1,3,0,0.127289,8,0x08
layer_2_filter_0,1,4,0,0.115939,7,0x07
layer_2_filter_0,1,5,0,0.104896,7,0x07
layer_2_filter_0,1,6,0,0.094014,6,0x06
layer_2_filter_0,1,7,0,0.083127,5,0x05
layer_2_filter_0,1,8,0,0.072487,5,0x05
layer_2_filter_0,1,9,0,0.061847,4,0x04
layer_2_filter_0,1,10,0,0.051207,3,0x03
layer_2_filter_0,2,0,0,0.150349,10,0x0A
layer_2_filter_0,2,1,0,0.138814,9,0x09
layer_2_filter_0,2,2,0,0.127289,8,0x08
layer_2_filter_0,2,3,0,0.115939,7,0x07
layer_2_filter_0,2,4,0,0.104896,7,0x07
layer_2_filter_0,2,5,0,0.094014,6,0x06
layer_2_filter_0,2,6,0,0.083127,5,0x05
layer_2_filter_0,2,7,0,0.072487,5,0x05
layer_2_filter_0,2,8,0,0.061847,4,0x04
layer_2_filter_0,2,9,0,0.051207,3,0x03
layer_2_filter_0,2,10,0,0.040567,3,0x03
layer_2_filter_0,3,0,0,0.138814,9,0x09
layer_2_filter_0,3,1,0,0.127289,8,0x08
layer_2_filter_0,3,2,0,0.115939,7,0x07
layer_2_filter_0,3,3,0,0.104896,7,0x07
layer_2_filter_0,3,4,0,0.094014,6,0x06
layer_2_filter_0,3,5,0,0.083127,5,0x05
layer_2_filter_0,3,6,0,0.072487,5,0x05
layer_2_filter_0,3,7,0,0.061847,4,0x04
layer_2_filter_0,3,8,0,0.051207,3,0x03
layer_2_filter_0,3,9,0,0.040567,3,0x03
layer_2_filter_0,3,10,0,0.029927,2,0x02
layer_2_filter_0,4,0,0,0.127289,8,0x08
layer_2_filter_0,4,1,0,0.115939,7,0x07
layer_2_filter_0,4,2,0,0.104896,7,0x07
layer_2_filter_0,4,3,0,0.094014,6,0x06
layer_2_filter_0,4,4,0,0.083127,5,0x05
layer_2_filter_0,4,5,0,0.072487,5,0x05
layer_2_filter_0,4,6,0,0.061847,4,0x04
layer_2_filter_0,4,7,0,0.051207,3,0x03
layer_2_filter_0,4,8,0,0.040567,3,0x03
layer_2_filter_0,4,9,0,0.029927,2,0x02
layer_2_filter_0,4,10,0,0.019288,1,0x01
layer_2_filter_0,5,0,0,0.115939,7,0x07
layer_2_filter_0,5,1,0,0.104896,7,0x07
layer_2_filter_0,5,2,0,0.094014,6,0x06
layer_2_filter_0,5,3,0,0.083127,5,0x05
layer_2_filter_0,5,4,0,0.072487,5,0x05
layer_2_filter_0,5,5,0,0.061847,4,0x04
layer_2_filter_0,5,6,0,0.051207,3,0x03
layer_2_filter_0,5,7,0,0.040567,3,0x03
layer_2_filter_0,5,8,0,0.029927,2,0x02
layer_2_filter_0,5,9,0,0.019288,1,0x01
layer_2_filter_0,5,10,0,0.008648,1,0x01
layer_2_filter_0,6,0,0,0.104896,7,0x07
layer_2_filter_0,6,1,0,0.094014,6,0x06
layer_2_filter_0,6,2,0,0.083127,5,0x05
layer_2_filter_0,6,3,0,0.072487,5,0x05
layer_2_filter_0,6,4,0,0.061847,4,0x04
layer_2_filter_0,6,5,0,0.051207,3,0x03
layer_2_filter_0,6,6,0,0.040567,3,0x03
layer_2_filter_0,6,7,0,0.029927,2,0x02
layer_2_filter_0,6,8,0,0.019288,1,0x01
layer_2_filter_0,6,9,0,0.008648,1,0x01
layer_2_filter_0,6,10,0,0.000000,0,0x00
layer_2_filter_0,7,0,0,0.094014,6,0x06
layer_2_filter_0,7,1,0,0.083127,5,0x05
layer_2_filter_0,7,2,0,0.072487,5,0x05
layer_2_filter_0,7,3,0,0.061847,4,0x04
layer_2_filter_0,7,4,0,0.051207,3,0x03
layer_2_filter_0,7,5,0,0.040567,3,0x03
layer_2_filter_0,7,6,0,0.029927,2,0x02
layer_2_filter_0,7,7,0,0.019288,1,0x01
layer_2_filter_0,7,8,0,0.008648,1,0x01
layer_2_filter_0,7,9,0,0.000000,0,0x00
layer_2_filter_0,7,10,0,0.000000,0,0x00
layer_2_filter_0,8,0,0,0.083127,5,0x05
layer_2_filter_0,8,1,0,0.072487,5,0x05
layer_2_filter_0,8,2,0,0.061847,4,0x04
layer_2_filter_0,8,3,0,0.051207,3,0x03
layer_2_filter_0,8,4,0,0.040567,3,0x03
layer_2_filter_0,8,5,0,0.029927,2,0x02
layer_2_filter_0,8,6,0,0.019288,1,0x01
layer_2_filter_0,8,7,0,0.008648,1,0x01
layer_2_filter_0,8,8,0,0.000000,0,0x00
layer_2_filter_0,8,9,0,0.000000,0,0x00
layer_2_filter_0,8,10,0,0.000000,0,0x00
layer_2_filter_0,9,0,0,0.072487,5,0x05
layer_2_filter_0,9,1,0,0.061847,4,0x04
layer_2_filter_0,9,2,0,0.051207,3,0x03
layer_2_filter_0,9,3,0,0.040567,3,0x03
layer_2_filter_0,9,4,0,0.029927,2,0x02
layer_2_filter_0,9,5,0,0.019288,1,0x01
layer_2_filter_0,9,6,0,0.008648,1,0x01
layer_2_filter_0,9,7,0,0.000000,0,0x00
layer_2_filter_0,9,8,0,0.000000,0,0x00
layer_2_filter_0,9,9,0,0.000000,0,0x00
layer_2_filter_0,9,10,0,0.000000,0,0x00
layer_2_filter_0,10,0,0,0.061847,4,0x04
layer_2_filter_0,10,1,0,0.051207,3,0x03
layer_2_filter_0,10,2,0,0.040567,3,0x03
layer_2_filter_0,10,3,0,0.029927,2,0x02
layer_2_filter_0,10,4,0,0.019288,1,0x01
layer_2_filter_0,10,5,0,0.008648,1,0x01
layer_2_filter_0,10,6,0,0.000000,0,0x00
layer_2_filter_0,10,7,0,0.000000,0,0x00
layer_2_filter_0,10,8,0,0.000000,0,0x00
layer_2_filter_0,10,9,0,0.000000,0,0x00
layer_2_filter_0,10,10,0,0.000000,0,0x00
layer_2_filter_1,0,0,0,0.051684,3,0x03
layer_2_filter_1,0,1,0,0.061617,4,0x04
layer_2_filter_1,0,2,0,0.071549,5,0x05
layer_2_filter_1,0,3,0,0.081482,5,0x05
layer_2_filter_1,0,4,0,0.091410,6,0x06
layer_2_filter_1,0,5,0,0.101248,6,0x06
layer_2_filter_1,0,6,0,0.110878,7,0x07
layer_2_filter_1,0,7,0,0.120728,8,0x08
layer_2_filter_1,0,8,0,0.130698,8,0x08
layer_2_filter_1,0,9,0,0.140625,9,0x09
layer_2_filter_1,0,10,0,0.150552,10,0x0A
layer_2_filter_1,1,0,0,0.061617,4,0x04
layer_2_filter_1,1,1,0,0.071549,5,0x05
layer_2_filter_1,1,2,0,0.081482,5,0x05
layer_2_filter_1,1,3,0,0.091410,6,0x06
layer_2_filter_1,1,4,0,0.101248,6,0x06
layer_2_filter_1,1,5,0,0.110878,7,0x07
layer_2_filter_1,1,6,0,0.120728,8,0x08
layer_2_filter_1,1,7,0,0.130698,8,0x08
layer_2_filter_1,1,8,0,0.140625,9,0x09
layer_2_filter_1,1,9,0,0.150552,10,0x0A
layer_2_filter_1,1,10,0,0.160480,10,0x0A
layer_2_filter_1,2,0,0,0.071549,5,0x05
layer_2_filter_1,2,1,0,0.081482,5,0x05
layer_2_filter_1,2,2,0,0.091410,6,0x06
layer_2_filter_1,2,3,0,0.101248,6,0x06
layer_2_filter_1,2,4,0,0.110878,7,0x07
layer_2_filter_1,2,5,0,0.120728,8,0x08
layer_2_filter_1,2,6,0,0.130698,8,0x08
layer_2_filter_1,2,7,0,0.140625,9,0x09
layer_2_filter_1,2,8,0,0.150552,10,0x0A
layer_2_filter_1,2,9,0,0.160480,10,0x0A
layer_2_filter_1,2,10,0,0.170407,11,0x0B
layer_2_filter_1,3,0,0,0.081482,5,0x05
layer_2_filter_1,3,1,0,0.091410,6,0x06
layer_2_filter_1,3,2,0,0.101248,6,0x06
layer_2_filter_1,3,3,0,0.110878,7,0x07
layer_2_filter_1,3,4,0,0.120728,8,0x08
layer_2_filter_1,3,5,0,0.130698,8,0x08
layer_2_filter_1,3,6,0,0.140625,9,0x09
layer_2_filter_1,3,7,0,0.150552,10,0x0A
layer_2_filter_1,3,8,0,0.160480,10,0x0A
layer_2_filter_1,3,9,0,0.170407,11,0x0B
layer_2_filter_1,3,10,0,0.180334,12,0x0C
layer_2_filter_1,4,0,0,0.091410,6,0x06
layer_2_filter_1,4,1,0,0.101248,6,0x06
layer_2_filter_1,4,2,0,0.110878,7,0x07
layer_2_filter_1,4,3,0,0.120728,8,0x08
layer_2_filter_1,4,4,0,0.130698,8,0x08
layer_2_filter_1,4,5,0,0.140625,9,0x09
layer_2_filter_1,4,6,0,0.150552,10,0x0A
layer_2_filter_1,4,7,0,0.160480,10,0x0A
layer_2_filter_1,4,8,0,0.170407,11,0x0B
layer_2_filter_1,4,9,0,0.180334,12,0x0C
layer_2_filter_1,4,10,0,0.190261,12,0x0C
layer_2_filter_1,5,0,0,0.101248,6,0x06
layer_2_filter_1,5,1,0,0.110878,7,0x07
layer_2_filter_1,5,2,0,0.120728,8,0x08
layer_2_filter_1,5,3,0,0.130698,8,0x08
layer_2_filter_1,5,4,0,0.140625,9,0x09
layer_2_filter_1,5,5,0,0.150552,10,0x0A
layer_2_filter_1,5,6,0,0.160480,10,0x0A
layer_2_filter_1,5,7,0,0.170407,11,0x0B
layer_2_filter_1,5,8,0,0.180334,12,0x0C
layer_2_filter_1,5,9,0,0.190261,12,0x0C
layer_2_filter_1,5,10,0,0.200189,13,0x0D
layer_2_filter_1,6,0,0,0.110878,7,0x07
layer_2_filter_1,6,1,0,0.120728,8,0x08
layer_2_filter_1,6,2,0,0.130698,8,0x08
layer_2_filter_1,6,3,0,0.140625,9,0x09
layer_2_filter_1,6,4,0,0.150552,10,0x0A
layer_2_filter_1,6,5,0,0.160480,10,0x0A
layer_2_filter_1,6,6,0,0.170407,11,0x0B
layer_2_filter_1,6,7,0,0.180334,12,0x0C
layer_2_filter_1,6,8,0,0.190261,12,0x0C
layer_2_filter_1,6,9,0,0.200189,13,0x0D
layer_2_filter_1,6,10,0,0.210116,13,0x0D
layer_2_filter_1,7,0,0,0.120728,8,0x08
layer_2_filter_1,7,1,0,0.130698,8,0x08
layer_2_filter_1,7,2,0,0.140625,9,0x09
layer_2_filter_1,7,3,0,0.150552,10,0x0A
layer_2_filter_1,7,4,0,0.160480,10,0x0A
layer_2_filter_1,7,5,0,0.170407,11,0x0B
layer_2_filter_1,7,6,0,0.180334,12,0x0C
layer_2_filter_1,7,7,0,0.190261,12,0x0C
layer_2_filter_1,7,8,0,0.200189,13,0x0D
layer_2_filter_1,7,9,0,0.210116,13,0x0D
layer_2_filter_1,7,10,0,0.220043,14,0x0E
layer_2_filter_1,8,0,0,0.130698,8,0x08
layer_2_filter_1,8,1,0,0.140625,9,0x09
layer_2_filter_1,8,2,0,0.150552,10,0x0A
layer_2_filter_1,8,3,0,0.160480,10,0x0A
layer_2_filter_1,8,4,0,0.170407,11,0x0B
layer_2_filter_1,8,5,0,0.180334,12,0x0C
layer_2_filter_1,8,6,0,0.190261,12,0x0C
layer_2_filter_1,8,7,0,0.200189,13,0x0D
layer_2_filter_1,8,8,0,0.210116,13,0x0D
layer_2_filter_1,8,9,0,0.220043,14,0x0E
layer_2_filter_1,8,10,0,0.229971,15,0x0F
layer_2_filter_1,9,0,0,0.140625,9,0x09
layer_2_filter_1,9,1,0,0.150552,10,0x0A
layer_2_filter_1,9,2,0,0.160480,10,0x0A
layer_2_filter_1,9,3,0,0.170407,11,0x0B
layer_2_filter_1,9,4,0,0.180334,12,0x0C
layer_2_filter_1,9,5,0,0.190261,12,0x0C
layer_2_filter_1,9,6,0,0.200189,13,0x0D
layer_2_filter_1,9,7,0,0.210116,13,0x0D
layer_2_filter_1,9,8,0,0.220043,14,0x0E
layer_2_filter_1,9,9,0,0.229971,15,0x0F
layer_2_filter_1,9,10,0,0.239898,15,0x0F
layer_2_filter_1,10,0,0,0.150552,10,0x0A
layer_2_filter_1,10,1,0,0.160480,10,0x0A
layer_2_filter_1,10,2,0,0.170407,11,0x0B
layer_2_filter_1,10,3,0,0.180334,12,0x0C
layer_2_filter_1,10,4,0,0.190261,12,0x0C
layer_2_filter_1,10,5,0,0.200189,13,0x0D
layer_2_filter_1,10,6,0,0.210116,13,0x0D
layer_2_filter_1,10,7,0,0.220043,14,0x0E
layer_2_filter_1,10,8,0,0.229971,15,0x0F
layer_2_filter_1,10,9,0,0.239898,15,0x0F
layer_2_filter_1,10,10,0,0.249825,16,0x10
layer_2_filter_2,0,0,0,0.000000,0,0x00
layer_2_filter_2,0,1,0,0.000000,0,0x00
layer_2_filter_2,0,2,0,0.000000,0,0x00
layer_2_filter_2,0,3,0,0.000000,0,0x00
layer_2_filter_2,0,4,0,0.000000,0,0x00
layer_2_filter_2,0,5,0,0.000000,0,0x00
layer_2_filter_2,0,6,0,0.001678,0,0x00
layer_2_filter_2,0,7,0,0.004140,0,0x00
layer_2_filter_2,0,8,0,0.006525,0,0x00
layer_2_filter_2,0,9,0,0.008882,1,0x01
layer_2_filter_2,0,10,0,0.011239,1,0x01
layer_2_filter_2,1,0,0,0.000000,0,0x00
layer_2_filter_2,1,1,0,0.000000,0,0x00
layer_2_filter_2,1,2,0,0.000000,0,0x00
layer_2_filter_2,1,3,0,0.000000,0,0x00
layer_2_filter_2,1,4,0,0.000000,0,0x00
layer_2_filter_2,1,5,0,0.001678,0,0x00
layer_2_filter_2,1,6,0,0.004140,0,0x00
layer_2_filter_2,1,7,0,0.006525,0,0x00
layer_2_filter_2,1,8,0,0.008882,1,0x01
layer_2_filter_2,1,9,0,0.011239,1,0x01
layer_2_filter_2,1,10,0,0.013596,1,0x01
layer_2_filter_2,2,0,0,0.000000,0,0x00
layer_2_filter_2,2,1,0,0.000000,0,0x00
layer_2_filter_2,2,2,0,0.000000,0,0x00
layer_2_filter_2,2,3,0,0.000000,0,0x00
layer_2_filter_2,2,4,0,0.001678,0,0x00
layer_2_filter_2,2,5,0,0.004140,0,0x00
layer_2_filter_2,2,6,0,0.006525,0,0x00
layer_2_filter_2,2,7,0,0.008882,1,0x01
layer_2_filter_2,2,8,0,0.011239,1,0x01
layer_2_filter_2,2,9,0,0.013596,1,0x01
layer_2_filter_2,2,10,0,0.015953,1,0x01
layer_2_filter_2,3,0,0,0.000000,0,0x00
layer_2_filter_2,3,1,0,0.000000,0,0x00
layer_2_filter_2,3,2,0,0.000000,0,0x00
layer_2_filter_2,3,3,0,0.001678,0,0x00
layer_2_filter_2,3,4,0,0.004140,0,0x00
layer_2_filter_2,3,5,0,0.006525,0,0x00
layer_2_filter_2,3,6,0,0.008882,1,0x01
layer_2_filter_2,3,7,0,0.011239,1,0x01
layer_2_filter_2,3,8,0,0.013596,1,0x01
layer_2_filter_2,3,9,0,0.015953,1,0x01
layer_2_filter_2,3,10,0,0.018309,1,0x01
layer_2_filter_2,4,0,0,0.000000,0,0x00
layer_2_filter_2,4,1,0,0.000000,0,0x00
layer_2_filter_2,4,2,0,0.001678,0,0x00
layer_2_filter_2,4,3,0,0.004140,0,0x00
layer_2_filter_2,4,4,0,0.006525,0,0x00
layer_2_filter_2,4,5,0,0.008882,1,0x01
layer_2_filter_2,4,6,0,0.011239,1,0x01
layer_2_filter_2,4,7,0,0.013596,1,0x01
layer_2_filter_2,4,8,0,0.015953,1,0x01
layer_2_filter_2,4,9,0,0.018309,1,0x01
layer_2_filter_2,4,10,0,0.020666,1,0x01
layer_2_filter_2,5,0,0,0.000000,0,0x00
layer_2_filter_2,5,1,0,0.001678,0,0x00
layer_2_filter_2,5,2,0,0.004140,0,0x00
layer_2_filter_2,5,3,0,0.006525,0,0x00
layer_2_filter_2,5,4,0,0.008882,1,0x01
layer_2_filter_2,5,5,0,0.011239,1,0x01
layer_2_filter_2,5,6,0,0.013596,1,0x01
layer_2_filter_2,5,7,0,0.015953,1,0x01
layer_2_filter_2,5,8,0,0.018309,1,0x01
layer_2_filter_2,5,9,0,0.020666,1,0x01
layer_2_filter_2,5,10,0,0.023023,1,0x01
layer_2_filter_2,6,0,0,0.001678,0,0x00
layer_2_filter_2,6,1,0,0.004140,0,0x00
layer_2_filter_2,6,2,0,0.006525,0,0x00
layer_2_filter_2,6,3,0,0.008882,1,0x01
layer_2_filter_2,6,4,0,0.011239,1,0x01
layer_2_filter_2,6,5,0,0.013596,1,0x01
layer_2_filter_2,6,6,0,0.015953,1,0x01
layer_2_filter_2,6,7,0,0.018309,1,0x01
layer_2_filter_2,6,8,0,0.020666,1,0x01
layer_2_filter_2,6,9,0,0.023023,1,0x01
layer_2_filter_2,6,10,0,0.025380,2,0x02
layer_2_filter_2,7,0,0,0.004140,0,0x00
layer_2_filter_2,7,1,0,0.006525,0,0x00
layer_2_filter_2,7,2,0,0.008882,1,0x01
layer_2_filter_2,7,3,0,0.011239,1,0x01
layer_2_filter_2,7,4,0,0.013596,1,0x01
layer_2_filter_2,7,5,0,0.015953,1,0x01
layer_2_filter_2,7,6,0,0.018309,1,0x01
layer_2_filter_2,7,7,0,0.020666,1,0x01
layer_2_filter_2,7,8,0,0.023023,1,0x01
layer_2_filter_2,7,9,0,0.025380,2,0x02
layer_2_filter_2,7,10,0,0.027737,2,0x02
layer_2_filter_2,8,0,0,0.006525,0,0x00
layer_2_filter_2,8,1,0,0.008882,1,0x01
layer_2_filter_2,8,2,0,0.011239,1,0x01
layer_2_filter_2,8,3,0,0.013596,1,0x01
layer_2_filter_2,8,4,0,0.015953,1,0x01
layer_2_filter_2,8,5,0,0.018309,1,0x01
layer_2_filter_2,8,6,0,0.020666,1,0x01
layer_2_filter_2,8,7,0,0.023023,1,0x01
layer_2_filter_2,8,8,0,0.025380,2,0x02
layer_2_filter_2,8,9,0,0.027737,2,0x02
layer_2_filter_2,8,10,0,0.030093,2,0x02
layer_2_filter_2,9,0,0,0.008882,1,0x01
layer_2_filter_2,9,1,0,0.011239,1,0x01
layer_2_filter_2,9,2,0,0.013596,1,0x01
layer_2_filter_2,9,3,0,0.015953,1,0x01
layer_2_filter_2,9,4,0,0.018309,1,0x01
layer_2_filter_2,9,5,0,0.020666,1,0x01
layer_2_filter_2,9,6,0,0.023023,1,0x01
layer_2_filter_2,9,7,0,0.025380,2,0x02
layer_2_filter_2,9,8,0,0.027737,2,0x02
layer_2_filter_2,9,9,0,0.030093,2,0x02
layer_2_filter_2,9,10,0,0.032450,2,0x02
layer_2_filter_2,10,0,0,0.011239,1,0x01
layer_2_filter_2,10,1,0,0.013596,1,0x01
layer_2_filter_2,10,2,0,0.015953,1,0x01
layer_2_filter_2,10,3,0,0.018309,1,0x01
layer_2_filter_2,10,4,0,0.020666,1,0x01
layer_2_filter_2,10,5,0,0.023023,1,0x01
layer_2_filter_2,10,6,0,0.025380,2,0x02
layer_2_filter_2,10,7,0,0.027737,2,0x02
layer_2_filter_2,10,8,0,0.030093,2,0x02
layer_2_filter_2,10,9,0,0.032450,2,0x02
layer_2_filter_2,10,10,0,0.034807,2,0x02
layer_2_output,0,0,0,0.173418,11,0x0B
layer_2_output,0,0,1,0.051684,3,0x03
layer_2_output,0,0,2,0.000000,0,0x00
